50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
4.5643,1.1721,1.4121,4.4763,1.1681,2.9362,4.7563,4.6323,0.224,1.6081,0.8801,50000.0,3225.88,2.0961,50000.0,0.9441,50000.0,1.4321,1.2561,4.5523,1.8081,7.7485,4.6003,0.8201,2.0801,0.308,1.5281,1.0761,2.1601,2.7122,2.8042,1.4881,5.4203,50000.0,4.5123
2.0681,1.5081,1.2401,3.5522,1.6121,1.1561,4.0122,6.1324,0.34,1.1121,0.512,50000.0,50000.0,3.4202,50000.0,1.1281,50000.0,1.1601,1.8721,1.9041,1.1321,3.1482,1.7001,1.2841,1.0601,0.344,0.652,1.1201,1.3521,1001.17,1201.34,1.3321,4.4923,50000.0,3.1122
363.779,10.6247,4.5083,43.1307,10.6367,21.2013,139.993,481.346,7.5405,6.0564,33.2381,50000.0,50000.0,158.258,50000.0,8.9486,50000.0,12.1008,993.258,25.1496,6.1324,8.6085,9.1806,233.911,328.116,7.3325,10.0926,17.2171,5.9884,1005.7,1482.04,33.7101,30.0819,50000.0,40.6985
50000.0,50000.0,50000.0,833.46,50000.0,0.476,37.1423,30.6579,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,110.859,406.449,0.9401,50000.0,0.472,1.1281,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1413.28,220.27,1.3241,50000.0,50000.0
23.1534,47.247,35.5022,45.5068,46.9229,39.1944,15.285,38.4384,27.2097,41.0466,1026.52,50000.0,50000.0,31.1539,50000.0,14.3569,50000.0,58.9797,981.397,171.655,63.588,29.8819,129.8,13.9809,58.2916,27.4657,22.2054,91.5497,26.7857,1026.39,1214.15,90.3936,95.218,50000.0,30.0059
267.493,75.7807,165.534,17.5451,75.6487,57.6956,96.302,66.5202,50000.0,56.6555,1026.73,50000.0,50000.0,694.299,50000.0,52.3273,233.819,25.5256,430.187,370.787,40.0665,1931.99,3.9442,52.2593,61.4838,50000.0,50000.0,50000.0,27.3737,1027.14,2331.94,30.4499,4.9563,50000.0,36.3743
293.854,1499.81,50000.0,298.451,1496.88,2234.34,50000.0,50000.0,50000.0,134.316,1094.56,50000.0,50000.0,89.9056,50000.0,3238.6,50000.0,186.376,50000.0,0.42,105.947,50000.0,0.416,140.621,110.079,50000.0,50000.0,50000.0,95.1539,1095.36,50000.0,334.329,1.0481,50000.0,101.158
292.662,1154.28,50000.0,325.272,1146.68,1350.36,50000.0,50000.0,50000.0,147.273,1094.9,50000.0,50000.0,83.7452,50000.0,2376.81,1203.73,287.962,3473.62,0.42,110.259,50000.0,0.42,199.184,190.436,50000.0,50000.0,50000.0,95.806,1095.45,50000.0,178.687,1.1801,50000.0,102.13
4029.52,1967.09,35.4382,885.083,1968.95,1026.63,4209.56,50000.0,50000.0,2682.92,50000.0,50000.0,50000.0,505.716,50000.0,170.567,50000.0,50000.0,50000.0,1932.76,2.2961,50000.0,50000.0,1604.41,204.941,50000.0,2539.91,2361.02,50000.0,50000.0,2252.94,74.3886,851.417,50000.0,50000.0
750.831,180.883,50000.0,57.1716,180.875,1052.48,50000.0,50000.0,50000.0,240.311,1168.62,50000.0,50000.0,50000.0,50000.0,678.69,1678.54,47.571,2966.11,50000.0,159.766,50000.0,9.1126,211.585,245.923,50000.0,50000.0,50000.0,171.395,1170.97,50000.0,51.2752,12.3968,50000.0,115.183
